RAW-0894	Tủ mát coca 700 l	NRM
RAW-0895	Túi chữ T ly mang đi	CON
RAW-0896	Túi đựng nước lẩu	CON
RAW-0897	Túi zip loại 0.1	CON
RAW-0898	Vá múc cơm	NRM
RAW-0899	Vá nhựa SP257	NRM
RAW-0900	Vá Thái 25 inox	NRM
RAW-0901	Vá xào inox	NRM
RAW-0902	Vải mùng	CON
RAW-0903	Vĩ hộp 30	NRM
RAW-0904	Vĩ lưới	NRM
RAW-0905	Viên thả bồn cầu	CON
RAW-0906	Vợt chiên cáng gỗ	NRM
RAW-0907	Vớt lỗ sắt size 30	NRM
RAW-0908	Vợt lược bọt	NRM
RAW-0909	Vợt tai thỏ	NRM
RAW-0910	Vợt vớt inox có tay cầm	NRM
RAW-0911	Xăm thịt	NRM
RAW-0912	Xẻng inox	NRM
RAW-0913	Xiên	NRM
RAW-0914	Chai xịt bếp Sunlight	CON
RAW-0915	Chai xịt côn trùng	CON
RAW-0917	Chai xịt phòng	CON
RAW-0918	Xô đá	NRM
RAW-0919	Xô inox 3 lít	NRM
RAW-0920	Rượu mùi Cointreau	RET
RAW-0921	Ấm điện siêu tốc inox 1.8L Sunhouse SHD-1182	NRM
RAW-0922	Lược	CON
RAW-0923	Dao cạo râu	CON
RAW-0924	Trùm tóc	CON
RAW-0925	Bàn chải đánh răng	CON
RAW-0926	Dầu gội (250ml/chai)	CON
RAW-0927	Sữa tắm (250ml/chai)	CON
RAW-0928	Khăn giấy vuông (100 gói/bịch)	CON
RAW-0929	Giấy vệ sinh cuộn	CON
RAW-0934	Tăm bông	CON
RAW-0935	Nước rửa chén 3,6L	CON
RAW-0936	Dép	Vật tư phòng
RAW-0937	Ly Thủy Tinh	CON
RAW-0938	Bình Sứ	CON
RAW-0939	Cá hộp	RAW
RAW-0940	Pate hộp (150gr/hộp)	RAW
RAW-0941	Ba chỉ bò Mỹ	RAW
RAW-0942	Cá viên	RAW
RAW-0943	Sốt Tomyum	RAW
RAW-0944	Túi rác 44 cm x 56 cm	CON
RAW-0945	Túi rác 55 cm x 65 cm	CON
RAW-0946	Đôi đũa	NRM
RAW-0947	Heo quay	RAW
RAW-0948	Khăn tắm	Vật tư phòng
RAW-0949	Khóa phòng	NRM
RAW-0950	Bịch hút chân không	CON
RAW-0951	Ly vang 350ml	CON
RAW-0952	Dao lam	NRM
RAW-0953	Hộp đựng pizza 26*26	CON
RAW-0954	Nĩa ăn bò	NRM
RAW-0955	Dao ăn bò	NRM
RAW-0956	Dao cắt cá	NRM
RAW-0957	Hộp đựng sốt 55ml ( 50 cái/bịch)	CON
RAW-0958	Khui rượu vang	NRM
RAW-0959	Mâm nhựa 46/65	NRM
RAW-0960	Mâm nhựa 30/40	NRM
RAW-0961	Nhíp	NRM
RAW-0962	Bình thuỷ tinh 1.6L	NRM
RAW-0963	Dao cắt trứng	NRM
RAW-0964	Bột xí muội Thái	RAW
RAW-0965	Ly giấy 6oz- 50 cái /1 lốc	CON
RAW-0966	Hủ thủy tinh 3L	NRM
RAW-0967	Hủ thủy tinh 5L	NRM
RAW-0968	Bình nước 2.6L	NRM
RAW-0969	Thảm bar 45/30	NRM
RAW-0970	Xô 160l	NRM
RAW-0971	Khay chống trượt chữ nhật	NRM
RAW-0972	Nĩa gỗ ( 50 cái/gói)	CON
RAW-0973	Sữa Balan Secret	RAW
RAW-0974	Giấy in bill	CON
RAW-0975	Thịt vịt làm sạch	RAW
RAW-0976	Củ susu	RAW
RAW-0977	Chổi chasen	CON
RAW-0978	Rau bạc hà	RAW
RAW-0979	Rau bồ công anh	RAW
RAW-0980	Bông hẹ	RAW
RAW-0981	Cà pháo	RAW
RAW-0982	Củ đậu	RAW
RAW-0983	Đẳng sâm	RAW
RAW-0984	Ớt xay	RAW
RAW-0985	Rau tần ô	RAW
RAW-0986	Lá dứa	RAW
RAW-0987	Thịt nạc dăm	RAW
RAW-0988	Ức gà	RAW
RAW-0989	Sú trắng	RAW
RAW-0990	Thịt cua xay	RAW
RAW-0991	Huyết heo	RAW
RAW-0992	Chả lụa	RAW
RAW-0993	Cá diêu hồng	RAW
RAW-0994	Gân bò	RAW
RAW-0995	Vụn bò	RAW
RAW-0996	Bắp bò hoa	RAW
RAW-0997	Đuôi bò	RAW
RAW-0998	Xương bò	RAW
RAW-0999	Muỗng nhựa trắng	CON
RAW-1000	Máy đánh bọt cà phê	NRM
RAW-1001	Túi lọc trà	CON
RAW-1002	Dù che	NRM
RAW-1003	Ca nhựa có nắp 2.5L	NRM
RAW-1004	Khay tròn chống trượt	NRM
RAW-1005	Khay tròn chống trượt 30cm	NRM
RAW-1006	Khay tròn chống trượt 40cm	NRM
RAW-1007	Hủ đựng matcha	NRM
RAW-1008	Rượu mai quế lộ	RET
RAW-1009	Dấm gạo 5L	RAW
RAW-1010	Sữa tươi không đường 1L	RAW
RAW-1011	Thảo quả	RAW
RAW-1012	Thục địa	RAW
RAW-1013	Kẹp gắp rác	NRM
RAW-1014	Cây treo đồ inox	NRM
RAW-1015	Cây cào kính	NRM
RAW-1016	Cây thông cầu	NRM
RAW-1017	Đậu ngự	RAW
RAW-1018	Nấm linh chi	RAW
RAW-1019	Sữa tươi gói 220ml	RAW
RAW-1020	Măng khô	RAW
RAW-1021	Củ khoai mì	RAW
RAW-1022	Bột bò kho	RAW
RAW-1023	Củ khoai lang	RAW
RAW-1024	Hủ tiếu	RAW
RAW-1025	Củ khoai môn	RAW
RAW-1026	Mắm cá linh	RAW
RAW-1027	Liềm cắt cỏ	NRM
RAW-1028	Kéo cắt cành	NRM
RAW-1029	Dao rựa cán gỗ	NRM
RAW-1030	Thảm welcom 90/120	NRM
RAW-1031	Thảm welcom 60/90	NRM
RAW-1032	Sơ ri	RAW
RAW-1033	Dừa tươi	RAW
RAW-1035	Đôi ủng	NRM
RAW-1036	Giò heo	RAW
RAW-1037	Đậu đũa	RAW
RAW-1038	Nhãn	RAW
RAW-1039	Mía	RAW
RAW-1040	Bột thì là	RAW
RAW-1041	Ớt bột Barica	RAW
RAW-1042	Mắm nêm 290gr (36 chai/thùng)	RAW
RAW-1043	Bột giặt OMO 5.1kg	CON
RAW-1044	Nước rửa chén 800g	CON
RAW-1045	Nắp nhựa bình Shaker	NRM
RAW-1046	Đầu pump	NRM
RAW-1047	Nấm mèo	RAW
RAW-1048	Ca đong pha chế 250ml	NRM
RAW-1049	Băng keo cá nhân	CON
RAW-1050	Sốt Lea & Perrins	RAW
RAW-1051	Đinh lăng	RAW
RAW-1055	Cám con cò CP45 (25kg/bao)	CON
RAW-1056	Thức ăn hạt cho mèo (5kg/bao)	CON
RAW-1057	Cát (9kg/bao)	CON
RAW-1058	Thức ăn hạt cho chó	CON
RAW-1059	Vacxin dại	CON
RAW-1060	Thuốc sổ giun (1.000ml/chai)	CON
RAW-1061	Tụ huyết trùng (50ml/chai)	CON
RAW-1062	Điều trị đầy hơi (1.000ml/chai)	CON
RAW-1063	Thuốc bổ cho thú (100ml/chai)-Catosal	CON
RAW-1064	Kháng sinh giảm đau hạ sốt (100ml/chai)	CON
RAW-1065	Trị tiêu chảy	CON
RAW-1066	Hantox (Ketosol)-Diệt bọ chét (1.000ml/chai)	CON
RAW-1067	Điện giải (1.000kg/gói)	CON
RAW-1068	Thuốc sát trùng chuồng trại	CON
RAW-1069	Thịt bồ câu làm sạch	RAW
RAW-1070	Sườn bò	RAW
RAW-1071	Tai heo	RAW
RAW-1072	Rau kinh giới	RAW
RAW-1073	Phiểu	NRM
RAW-1074	Bao đũa BKL	CON
RAW-1075	Bao muỗng BKL	CON
RAW-1076	Nước cốt dừa	RAW
RAW-1077	Nước tương Thuận Phương ( 1can/ 5 lít )	RAW
RAW-1078	Bếp khè	NRM
RAW-1079	Bình phun sương	NRM
RAW-1080	Bơm rượu	NRM
RAW-1081	Hột quẹt ga	CON
RAW-1082	Móc chảo	NRM
RAW-1083	Rổ CN 25/35	NRM
RAW-1084	Ổ điện	NRM
RAW-1085	Súng mồi cò	NRM
RAW-1086	Hạt dỗi	RAW
RAW-1087	Rượu trắng	RET
RAW-1088	Tép khô	RAW
RAW-1089	Túi cuộn xé	CON
RAW-1090	Khoai tây cắt sợi	RAW
RAW-1091	Ống tre	CON
RAW-1092	Rau xà lách xoong	RAW
RAW-1093	Ca đong rượu	NRM
RAW-1094	Ly thuỷ tinh pha lê	CON
RAW-1095	Túi nilong 0.5 kg	CON
RAW-1096	Túi lẩu 5L	CON
RAW-1097	Lạp xưởng	RAW
RAW-1098	Đường cát trắng ( bao 50kg )	RAW
RAW-1099	Gas kem Mosa	RAW
RAW-1100	Sữa puremilk xanh 1L	RAW
RAW-1101	Unicorn đỏ tươi (60gr/chai)	RAW
RAW-1102	Cốm màu (100gr/cây)	RAW
RAW-1112	Kẹo Marshmallow 500gr	RAW
RAW-1113	Socola đen (1kg/bịch)	RAW
RAW-1114	Chả cá thác lác	RAW
RAW-1115	Rau bó xôi	RAW
RAW-1116	Rau bồ ngót	RAW
RAW-1117	Thịt má đầu heo	RAW
RAW-1118	Cá basa	RAW
RAW-1119	Cà chua dạng sệt ( 3,150kg/ lon hiệu Heinz )	RAW
RAW-1120	Cà tím	RAW
RAW-1121	Rau càng cua	RAW
RAW-1122	Syrup Monin Cassic	RAW
RAW-1123	Syrup Monin French Vanilla	RAW
RAW-1124	Phèn chua	CON
RAW-1125	Pin tiểu AA	CON
RAW-1126	Rau dền	RAW
RAW-1127	Mù tạt vàng ( 1hủ/255g hiệu Heinz )	RAW
RAW-1128	Túi lẩu 1L	CON
RAW-1129	Túi lẩu 0.5L	CON
RAW-1130	Túi hút chân không	CON
RAW-1131	Tương ớt Cholimex (can 2,1kg)	RAW
RAW-1132	Qủa Olive đen không hạt ( 3kg/lon)	RAW
RAW-1133	Lá rong biển	RAW
RAW-1134	Dầu ăn Simply ( 5L/can)	RAW
RAW-1135	Hồng giòn	RAW
RAW-1136	Nước giặt 3.6L	CON
RAW-1137	Đùi gà góc tư	RAW
RAW-1138	Cá phèn	RAW
RAW-1139	Nấm đùi gà	RAW
RAW-1140	Cá dứa khô	RAW
RAW-1141	Mứt Labon Lựu ( 1kg/gói )	RAW
RAW-1142	Rau cải bẹ xanh	RAW
RAW-1143	Phin mù lỗ	NRM
RAW-1147	Thùng nhựa 2L	NRM
RAW-1148	Khay nướng Pizza tròn	NRM
RAW-1149	Miếng cắt bột	NRM
RAW-1150	Xẻng pizza	NRM
RAW-1151	Pin tiểu AAA	CON
RAW-1152	Chảo inox 24cm	NRM
RAW-1153	Chảo inox 30cm	NRM
RAW-1154	Nồi inox 28L	NRM
RAW-1155	Khay gia vị 6 ngăn	NRM
RAW-1156	Dao bào vỏ chanh	NRM
RAW-1157	Thùng nhựa 5L	NRM
RAW-1158	Bút lông dầu	CON
RAW-1159	Túi bắt kem	CON
RAW-1160	Kệ kê thớt inox	NRM
RAW-1161	Cây đánh trứng 30cm	NRM
RAW-1162	Khay Nhựa đựng Buffet GN	NRM
RAW-1163	Tương ớt Cholimex gói 10g	RAW
RAW-1164	Tương cà Cholimex gói 10g	RAW
RAW-1165	Tủ mát	NRM
RAW-1166	Mẹt tre size 30cm	NRM
RAW-1167	Tấm giấy lót bàn BKL	CON
RAW-1168	Cân 30 kg	NRM
RAW-1169	Chai thuỷ tinh 1L	NRM
RAW-1170	Trà cozy đào túi lọc ( 1 hộp 20 gói )	RAW
RAW-1171	Găng tay cách nhiệt	CON
RAW-1172	Đồng hồ hẹn giờ	NRM
RAW-1173	Nến cao sét up	CON
RAW-1174	Hủ đựng sốt 20Z	CON
RAW-1175	Ly giấy 1000ml	CON
RAW-1176	Muỗng gỗ	NRM
RAW-1177	Hộp cắm hoa	NRM
RAW-1178	Vét bột	NRM
RAW-1179	Phô mai sợi good food	RAW
RAW-1180	Thùng nhựa 15L	NRM
RAW-1181	Túi đựng pizza	CON
RAW-1182	Thanh kẹp bill	NRM
RAW-1183	Thanh hít dao 50cm	NRM
RAW-1184	Thau inox size 26	NRM
RAW-1185	Rổ nhựa	NRM
RAW-1186	Cân tiểu ly	NRM
RAW-1187	Xúc xích olmeda	RAW
RAW-1188	Nắp đậy 1/1	NRM
RAW-1189	Táo phan rang	RAW
RAW-1190	Nui	RAW
RAW-1191	Chanh muối	RAW
RAW-1192	Syrup Torani Blue Curacao ( vỏ cam)	RAW
RAW-1193	Soda Aqua	RAW
RAW-1194	Syrup -Torani Peach Đào	RAW
RAW-1195	Trà Nhãn Vàng Cozy (100 Gói)	RAW
RAW-1196	Trà Đào Hòa Tan Cozy ( 16Gói x 15Gr)	RAW
RAW-1197	Syrup Lermao Xí Muội 1kg2	RAW
RAW-1198	Siro syrup đào Maulin can 2.5kg	RAW
RAW-1199	Thanh long	RAW
RAW-1200	Cây rửa ly	CON
RAW-1201	Cây quét mạng nhện	NRM
RAW-1202	Kệ chén 2 tầng 50*100	NRM
RAW-1203	Thuốc chướng hơi ( Anti-Bloat 1L)	CON
RAW-1204	Chén đất 12cm	NRM
RAW-1205	Dĩa đất 16cm	NRM
RAW-1206	Nồi đất tráng men	NRM
RAW-1207	Kim tán cafe	NRM
RAW-1208	Túi giấy khoai tây 12*25	CON
RAW-1209	Lò sàn Soven 1 mâm	NRM
RAW-1210	Máy xay đa năng Bosch MS6CM6166	NRM
RAW-1211	Máy tính bảng Samsung SM­X133,64GB,Xám	NRM
RAW-1212	Máy vắt cam Philips HR2738/00	NRM
RAW-1213	Máy trộn bột	NRM
RAW-1219	Pate mèo	CON
RAW-1220	Cát mèo	CON
RAW-1221	Atiso đỏ khô	RAW
RAW-1222	Thố ướp lạnh rượu	NRM
RAW-1223	Tấm lau nhà san hô	NRM
RAW-1224	Hộp bánh pizza 35*35	CON
RAW-1225	Bún gạo	RAW
RAW-1226	Trứng vịt muối	RAW
RAW-1227	Phô mai con bò cười ( hộp 8 miếng )	RAW
RAW-1228	Kệ treo inox 1 tầng	NRM
RAW-1229	Bồn inox 2 kệ 50X1M2	NRM
RAW-1230	Bàn Chặt 60X1M6	NRM
RAW-1231	Bàn Chặt 60X1M4	NRM
RAW-1232	Bàn Chặt 70X1M6	NRM
RAW-1233	Khay Inox G/N 1/4 x H10cm	NRM
RAW-1234	Thớt nhựa Trắng 30x40x2cm	NRM
RAW-1235	Thớt nhựa Đỏ 35x50x2cm	NRM
RAW-1236	Bình tương nhựa dung sốt 500ml trắng	NRM
RAW-1237	Dao chặt 850 Kiwi Thái Lan	NRM
RAW-1238	Phới silicon lớn 28cm	NRM
RAW-1239	Khay Topping 6 Ngăn Nhựa	NRM
RAW-1240	Bàn cào móng mèo	CON
RAW-1241	Lồng sắt mèo	NRM
RAW-1242	Drap	Vật tư phòng
RAW-1243	Tủ Đông SANAKY VH-4099A3	NRM
RAW-1244	Tủ mát Sanaky VH 258K3L	NRM
RAW-1245	Bộ đàm có tai nghe	NRM
RAW-1246	Kem cạo râu	CON
RAW-1247	Hộp giấy Kraft nắp pet	CON
RAW-1248	Hộp giấy trắng 21.5*13.5*5cm	CON
RAW-1249	Máy xay cà phê EUREKA FIRENZE 75	NRM
RAW-1250	Máy đun nước nóng tự động YUBANN YB-K30L	NRM
RAW-1251	Khay rữa ca, ly quầy bar âm sàn ( 530 x 165mm )	NRM
RAW-1252	Hộp chứa bã cafe	NRM
RAW-1253	Filter mù vệ sinh	NRM
RAW-1254	Tamper nén cafe	NRM
RAW-1255	Tóm lót tamper	NRM
RAW-1256	Cây cọ vệ sinh máy xay, máy pha	NRM
RAW-1257	Thuốc vệ sinh máy	NRM
RAW-1258	Ca đánh sữa	NRM
RAW-1259	Bộ lọc nước 3 lõi	NRM
RAW-1260	Ca đong định lượng	NRM
RAW-1261	Gà lắc popcorn	RAW
RAW-1262	Giấy thấm dầu 28*28cm	CON
RAW-1269	Ly nhựa  6oz-180ml	CON
RAW-1270	Cốc đong cafe inox	NRM
RAW-1271	Dăm bông xông khói đặc biệt	RAW
RAW-1423	Tủ mát Sanaky VH 408W3L	NRM
RAW-1424	Hộp Pizza Gập	
RAW-1425	Syrup Torani Ổi	
RAW-1426	Syrup Torani Việt Quất	
RAW-1427	Syrup Torani Bạc Hà	
RAW-1428	Syrup Maulin Táo	
RAW-1429	Syrup Maulin Dâu	
RAW-1430	Bánh tráng cây tre	
RAW-1431	Đậu hà lan	
RAW-1432	Bộ thẻ rung	
RAW-1433	Tủ lạnh Sanaky VH 1520HP3	
RAW-1434	Thùng rác vải đen	
RAW-1435	Vacxin 4 bệnh cho mèo	
RAW-1436	Ruột ốc bươu	
RAW-1437	Cá rô phi	
RAW-1439	Túi giấy đựng thực phẩm	
RAW-1440	Hộp giấy kraft đựng thực phẩm	
RAW-1441	Bộ Đàm	
RAW-1442	Nồi Áp Suất	
RAW-1443	Đồng phục nhân viên BKL	
RAW-1444	Dĩa con gà	
RAW-1445	Tộ đất nhỏ	
RAW-1446	Chén đựng nước chấm con gà size nhỏ	
RAW-1447	Mẹt tre size 70cm	
RAW-1448	Bánh gà nhân phô mai	
RAW-1449	Xúc xích BD	
RAW-1450	Ổi hồng	
RAW-1451	Ấm siêu tốc	
RAW-1452	Hành tây Caramel BTP PZG	
RAW-1453	Nệm thuận thành: 1m6 x 2m	
RAW-1454	Chăn 1m8	
RAW-1455	Xe máy cũ	
RAW-1456	Quạt gió đứng	
RAW-1457	Tủ tài liệu 135x145x183cm	
RAW-1458	Bảng hiệu văn phòng: 25x12 (mica)	
RAW-1459	Bàn sân vườn đôi	
RAW-1460	Ghế sân vườn	
RAW-1461	Tủ đông hòa phát 245L HPF BD6245	
RAW-1462	Cỏ nhung	
RAW-1463	Gạch lát ban công TASA 2401 OUTDOOR GRANITE	
RAW-1464	Tủ lavabo Deluxe Living 94x56x8cm	
RAW-1465	Bếp chiên nhúng đôi	
RAW-1466	Thùng đựng dù	
RAW-1467	Bàn ủi hơi nước	
RAW-1468	Bình hoa thủy tinh	
RAW-1469	Tấm lót ghế	
RAW-1470	Tấm lót đĩa	
RAW-1471	Khăn ăn	
RAW-1472	Bảng tên	
RAW-1473	Áo sơ mi cổ trụ	
RAW-1474	Hộp inox lưu mẫu-size S	NRM
RAW-1475	Hộp inox lưu mẫu-size M	NRM
RAW-1476	Hộp inox lưu mẫu-size L	NRM
RAW-1477	Ly vang 370nl	
RAW-1478	Đèn bàn Led cảm biến cảm ứng không dây	
RAW-1479	Ghế xoay văn phòng lưng lưới	
RAW-1480	Router Wifi AC1200	NRM
RAW-1481	Sim Viettel Data	
RAW-1482	Hộp Pizza Gập size mini	
RAW-1483	Hộp Pizza Gập set 4	
RAW-1484	Giấy nến 30x30 in lolo Pizza Gập	
RAW-1485	Nước rửa chén Power 9.0kg	CON
RAW-1486	Bảng tên mica xanh dương 14x7,5cm	
RAW-1487	Bảng tên mica xanh dương 30x10cm	
RAW-1488	Hạt giống hoa cải vàng	
RAW-1489	Hạt giống cỏ lục lạc sợi vàng	
RAW-1490	Hạt giống bồ công anh Đà Lạt	
RAW-1491	Hạt giống cỏ mèo	
RAW-1492	Hạt giống cỏ hồng Hàn Quốc	
RAW-1493	Hạt giống bắp đỏ	
RAW-1494	Nệm thanh lý 1m6x2m	
RAW-1495	Nấm nục	
RAW-1496	Củ hành tây baby	
RAW-1497	Đậu que Đà Lạt	
RAW-1498	Dưa leo Nhật	
RAW-1499	Lá me	
RAW-1500	Quả mâm xôi	
RAW-1501	Củ thì là	
RAW-1502	Rau xà lách Iceberg	
RAW-1503	Củ khoai lang tím	
RAW-1504	Nấm đùi gà baby	
RAW-1505	Bí ngòi xanh	
RAW-1506	Bí ngòi vàng	
RAW-1507	Củ tỏi lý sơn	
RAW-1508	Bột mì 00	
RAW-1509	Rượu Cognac	
RAW-1510	Gạo lức	
RAW-1511	Cá ngừ lon	
RAW-1512	Đậu óc chó	
RAW-1513	Bột su	
RAW-1514	Phô mai dê	
RAW-1515	Nụ bạch hoa	
RAW-1516	Phô mai Emmental	
RAW-1517	Phô mai Burrata	
RAW-1518	Dây dù cuộn	
RAW-1519	Thịt bò Tenderloin	
RAW-1520	Thịt đùi vịt	
RAW-1521	Vẹm xanh lớn	
RAW-1522	Mực nang lớn	
